model,frame,condition,prediction,region,abs_err_vs_gt,n
Full,0047:0267,frost,fused,nonsky,0.3877173066139221,1442248
Full,0047:0267,frost,fused,textureless,0.09269610047340393,3646
Full,0047:0267,frost,fused,textured,0.31137746572494507,2069954
Full,0047:0267,frost,stereo_only,valid,0.3104446530342102,2073600
Full,0047:0267,frost,stereo_only,sky,0.13483081758022308,631352
Full,0047:0267,frost,stereo_only,nonsky,0.38732025027275085,1442248
Full,0047:0267,frost,stereo_only,textureless,0.09149014949798584,3646
Full,0047:0267,frost,stereo_only,textured,0.3108302056789398,2069954
Full,0047:0267,frost,mono_only,valid,25.283681869506836,2073600
Full,0047:0267,frost,mono_only,sky,14.394434928894043,631352
Full,0047:0267,frost,mono_only,nonsky,30.050521850585938,1442248
Full,0047:0267,frost,mono_only,textureless,10.382893562316895,3646
Full,0047:0267,frost,mono_only,textured,25.309925079345703,2069954
E0,0047:0267,snow,fused,valid,2.0515120029449463,2073600
E0,0047:0267,snow,fused,sky,5.411766529083252,631352
E0,0047:0267,snow,fused,nonsky,0.5805418491363525,1442248
E0,0047:0267,snow,fused,textureless,15.410876274108887,7127
E0,0047:0267,snow,fused,textured,2.0054354667663574,2066473
Full,0047:0267,snow,fused,valid,0.32776209712028503,2073600
Full,0047:0267,snow,fused,sky,0.10807917267084122,631352
Full,0047:0267,snow,fused,nonsky,0.4239296019077301,1442248
Full,0047:0267,snow,fused,textureless,0.06033193692564964,7127
Full,0047:0267,snow,fused,textured,0.3286844789981842,2066473
Full,0047:0267,snow,stereo_only,valid,0.32746919989585876,2073600
Full,0047:0267,snow,stereo_only,sky,0.10799262672662735,631352
Full,0047:0267,snow,stereo_only,nonsky,0.42354634404182434,1442248
Full,0047:0267,snow,stereo_only,textureless,0.06021798402070999,7127
Full,0047:0267,snow,stereo_only,textured,0.3283909261226654,2066473
Full,0047:0267,snow,mono_only,valid,12.306880950927734,2073600
Full,0047:0267,snow,mono_only,sky,1.0125341415405273,631352
Full,0047:0267,snow,mono_only,nonsky,17.251047134399414,1442248
Full,0047:0267,snow,mono_only,textureless,0.9492060542106628,7127
Full,0047:0267,snow,mono_only,textured,12.346050262451172,2066473
